spanish,english
Ella guarda los secretos.,She keeps secrets.
Ella dejó la habitación.,She left the room.
Le gustan las naranjas.,She likes oranges.
Le gusta cantar.,She likes to sing.
A ella le gusta cantar.,She likes to sing.
Ella miró alrededor.,She looked around.
Ella lucía sola.,She looked lonely.
Ella parece desgraciada.,She looks unhappy.
Le encanta pescar.,She loves to fish.
Ella lo hizo rico.,She made him rich.
Ella me apresuró.,She made me hurry.
Ella me hizo apurar.,She made me hurry.
Me hizo sonreír.,She made me smile.
Ella se casó joven.,She married young.
Ella podría ser francesa.,She may be French.
Ella debe estar enfadada.,She must be angry.
Ella debe estar enojada.,She must be angry.
Ella tiene que ir allí.,She must go there.
Ella debe ir allí.,She must go there.
Ella lo vio sonreír.,She saw him smile.
Ella le vio sonreír.,She saw him smile.
Ella se ve emocionada.,She seems excited.
Ella le sonrió.,She smiled at him.
Ella le sonrió a él.,She smiled at him.
Habla alemán.,She speaks German.
Ella habla polaco.,She speaks Polish.
Ella habla en voz alta.,She speaks loudly.
Ella habló rápido.,She spoke rapidly.
Ella la aterrorizaba.,She terrified her.
Ella le aterroriza.,She terrified him.
Ella lo echó a él.,She threw him out.
Ella intentó nadar.,She tried to swim.
Ella trató de nadar.,She tried to swim.
Ella estaba deprimida.,She was depressed.
Ella salió de compras.,She went shopping.
Ella se fue en esa dirección.,She went that way.
Ella se fue por ese camino.,She went that way.
Ella se fue para ese lado.,She went that way.
Ella subió la escalera.,She went upstairs.
Ella fue con él.,She went with him.
Ella iba con él.,She went with him.
Lloró amargamente.,She wept bitterly.
Ella no lo conseguirá.,She won't make it.
Ella es un poco ingenua.,She's a bit naive.
Es un ave nocturna.,She's a night owl.
Ahora es una mujer.,She's a woman now.
Ella es sólo una niña.,She's but a child.
Ella tiene estilo.,She's fashionable.
Es de Francia.,She's from France.
Ella tiene un buen punto.,She's got a point.
Ella es hiperactiva.,She's hyperactive.
Ella no es una niña.,She's not a child.
Ella no es niña.,She's not a child.
No es una niña.,She's not a child.
No es mi tipo.,She's not my type.
Ella tiene la mente abierta.,She's open-minded.
Ella es nuestra profesora.,She's our teacher.
Ella está completamente desnuda.,She's stark naked.
Todavía es joven.,She's still young.
Ella se sonroja.,She's turning red.
Ella está inconsciente.,She's unconscious.
Está inconsciente.,She's unconscious.
Ella es muy guapa.,She's very pretty.
¿Debería decírselo?,Should I tell him?
Muéstrame esa lista.,Show me that list.
Muéstrame el dinero.,Show me the money.
Muéstreme el dinero.,Show me the money.
Muéstrenme el dinero.,Show me the money.
Mostrame el dinero.,Show me the money.
¡Enséñame la fotografía!,Show me the photo.
"Firme aquí, por favor.","Sign here, please."
"Firma aquí, por favor.","Sign here, please."
"Firmen aquí, por favor.","Sign here, please."
"Firmad aquí, por favor.","Sign here, please."
En boca cerrada no entran moscas.,Silence is golden.
El silencio es oro.,Silence is golden.
El silencio vale oro.,Silence is golden.
El silencio es un tesoro.,Silence is golden.
¿Entonces dónde estabas?,So where were you?
Resuelva el problema.,Solve the problem.
Resuelve el problema.,Solve the problem.
Alguien respondió.,Somebody answered.
Viene alguien.,Somebody's coming.
Alguien llega.,Somebody's coming.
Alguien se acerca.,Somebody's coming.
Alguien viene.,Someone is coming.
Alguien está llamando.,Someone's calling.
Hay alguien afuera.,Someone's outside.
Alguien está cantando.,Someone's singing.
Alguien habla.,Someone's talking.
Alguien está hablando.,Someone's talking.
Hay alguien hablando.,Someone's talking.
Algo surgió.,Something came up.
Algo cambió.,Something changed.
A mí me suena bien.,Sounds good to me.
Habla más despacio.,Speak more slowly.
Hable más despacio.,Speak more slowly.
Las arañas tejen redes.,Spiders spin webs.
No te me acerques.,Stay away from me.
Mantente alejado de mí.,Stay away from me.
Estate lejos de mí.,Stay away from me.
Quédate aquí con nosotros.,Stay here with us.
Quedaos aquí con nosotros.,Stay here with us.
Quédense aquí con nosotros.,Stay here with us.
Quédese aquí con nosotros.,Stay here with us.
Quédese aquí con nosotras.,Stay here with us.
Quédate aquí con nosotras.,Stay here with us.
Quedaos aquí con nosotras.,Stay here with us.
Quédense aquí con nosotras.,Stay here with us.
Quédate en tu habitación.,Stay in your room.
Robar es malo.,Stealing is wrong.
¡Deja de molestarme!,Stop bothering me!
Dejate de joder.,Stop bothering me.
Dejá de exagerar.,Stop overreacting.
"Hoy, la televisión está fome.",TV's boring today.
La televisión de hoy en día es un aburrimiento.,TV's boring today.
Sigue el consejo de Tom.,Take Tom's advice.
Hazte cargo de esto.,Take care of this.
Encárgate de esto.,Take care of this.
Toma las llaves de su auto.,Take his car keys.
Quítate tu gorro.,Take off your cap.
Quítate tu gorra.,Take off your cap.
Toma la medicina.,Take the medicine.
Tome esta aspirina.,Take this aspirin.
Toma este o ese.,Take this or that.
Háblame de él.,Tell me about him.
Dime algo de él.,Tell me about him.
Cuéntame la historia.,Tell me the story.
Dime la verdad.,Tell me the truth.
Dígame la verdad.,Tell me the truth.
Decidme la verdad.,Tell me the truth.
Díganme la verdad.,Tell me the truth.
Decime la verdad.,Tell me the truth.
Dime tu nombre.,Tell me your name.
Dinos algo.,Tell us something.
Díganos algo.,Tell us something.
Dígannos algo.,Tell us something.
Dinos la verdad.,Tell us the truth.
Cuéntanos la verdad.,Tell us the truth.
Las termitas comen madera.,Termites eat wood.
"Gracias, doctor.","Thank you, Doctor."
Gracias por preguntar.,Thanks for asking.
Gracias por preguntarme.,Thanks for asking.
Gracias por venir.,Thanks for coming.
Gracias por la cena.,Thanks for dinner.
Te agradezco de antemano.,Thanks in advance.
Gracias en avance.,Thanks in advance.
Gracias por adelantado.,Thanks in advance.
Eso siempre ayuda.,That always helps.
Ese chico es inteligente.,That boy is smart.
Ese no puede ser Tom.,That can't be Tom.
Aquel gato es café.,That cat is brown.
Eso no ayuda.,That doesn't help.
Esa chica es María.,That girl is Mary.
Aquella casa es grande.,That house is big.
Eso es indispensable.,That is essential.
Eso es esencial.,That is essential.
Eso es fundamental.,That is essential.
Esa es su casa.,That is her house.
Ese es mi colegio.,That is my school.
Esa es mi escuela.,That is my school.
Es tu libro.,That is your book.
Aquél es tu libro.,That is your book.
Eso no es francés.,That isn't French.
Eso no es suficiente.,That isn't enough.
Ese nudo está flojo.,That knot's loose.
Esa película apesta.,That movie stinks!
Eso debería bastar.,That should do it.
Eso suena bien.,That sounds right.
Eso me parece correcto.,That sounds right.
Eso suena aterrador.,That sounds scary.
Este era nuestro plan.,That was our plan.
Esa era la idea.,That was the idea.
Esa era el plan.,That was the plan.
Es un buen vino.,That wine is good.
Ese es un buen vino.,That wine is good.
Eso no va a pasar.,That won't happen.
Eso no pasará.,That won't happen.
Eso no acontecerá.,That won't happen.
Eso es un abeto.,That's a fir tree.
Es un golpe bajo.,That's a low blow.
Ese es un faisán.,That's a pheasant.
Eso es todo lo que tengo.,That's all I have.
Eso es todo lo que sé.,That's all I know.
Es todo lo que necesito.,That's all I need.
Eso es todo lo que dije.,That's all I said.
Eso es repugnante.,That's disgusting.
Así es como fue.,That's how it was.
Así es como era.,That's how it was.
Es imposible.,That's impossible.
Eso es imposible.,That's impossible.
Eso es irrelevante.,That's irrelevant.
Eso es sencillamente loco.,That's just crazy.
Ese es mi problema.,That's my problem.
Eso es noticia para mí.,That's news to me.
Eso es nuevo para mí.,That's news to me.
Eso no es suficiente.,That's not enough.
Ese no es mi trabajo.,That's not my job.
Ese es nuestro secreto.,That's our secret.
Eso es bastante malo.,That's pretty bad.
Eso está algo viejo.,That's pretty old.
Eso es algo viejo.,That's pretty old.
Eso es realmente entristecedor.,That's really sad.
Eso es verdaderamente triste.,That's really sad.
Realmente es muy triste.,That's really sad.
¡Eso es ridículo!,That's ridiculous!
Eso es ridículo.,That's ridiculous.
Es perfecto.,That's so perfect.
Eso es terrorífico.,That's terrifying.
Ese es el espíritu.,That's the spirit.
Es muy práctico.,That's very handy.
La respuesta es sí.,The answer is yes.
El bar está cerrado.,The bar is closed.
El baño está listo.,The bath is ready.
El bote zozobró.,The boat capsized.
El libro es pequeño.,The book is small.
El libro es chico.,The book is small.
El libro es blanco.,The book is white.
La caja está rota.,The box is broken.
El niño volvió.,The boy came back.
El niño regresó.,The boy came back.
El pastel está sabroso.,The cake is tasty.
La torta está sabrosa.,The cake is tasty.
El gato está comiendo.,The cat is eating.
El gato me asustó.,The cat scared me.
El gato me espantó.,The cat scared me.
"La cuenta, por favor.","The check, please."
El reloj está adelantado.,The clock is fast.
El perro es suyo.,The dog is theirs.
El perro estaba muriendo.,The dog was dying.
El perro se alejó.,The dog went away.
El perro huyó.,The dog went away.
La puerta chirrió.,The door squeaked.
Sonó el timbre de la puerta.,The doorbell rang.
La tierra gira.,The earth rotates.
El enemigo es débil.,The enemy is weak.
El suelo está frío.,The floor is cold.
La comida está lista.,The food is ready.
La comida está servida.,The food is ready.
El equipo local ganó.,The home team won.
La casa está fría.,The house is cold.
La casa está caliente.,The house is warm.
La idea era buena.,The idea was good.
El cuchillo está desafilado.,The knife is dull.
El cuchillo está amellado.,The knife is dull.
El cuchillo está romo.,The knife is dull.
La tapa está cerrada.,The lid is closed.
Los amantes se besaron.,The lovers kissed.
El hombre estaba agonizando.,The man was dying.
El hombre se estaba muriendo.,The man was dying.
El mercado es amplio.,The market is big.
La noche es oscura.,The night is dark.
El dolor desapareció.,The pain has gone.
El dolor se ha ido.,The pain has gone.
Se acabó la fiesta.,The party is over.
El bolígrafo está roto.,The pen is broken.
El alquiler es barato.,The rent is cheap.
El río es amplio.,The river is wide.
La habitación está vacía.,The room is empty.
La habitación estaba caliente.,The room was warm.
La habitación estaba templada.,The room was warm.
La pieza estaba cálida.,The room was warm.
Las rosas son rojas.,The roses are red.
La nave zarpó.,The ship set sail.
La sopa está espesa.,The soup is thick.
El Sol es una estrella.,The sun is a star.
El sol está saliendo.,The sun is rising.
La táctica funcionó.,The tactic worked.
El tanque está vacío.,The tank is empty.
El test fue fácil.,The test was easy.
Ha llegado el momento.,The time has come.
El tren llega tarde.,The train is late.
El camión se ha ido.,The truck is gone.
La guerra continuaba.,The war continued.
El agua está buena.,The water is good.
El agua es pura.,The water is pure.
Lo peor terminó.,The worst is over.
Ya pasó lo peor.,The worst is over.
No existen dioses.,There are no gods.
Los dioses no existen.,There are no gods.
Hay una huelga.,There is a strike.
No hay agua.,There is no water.
Hubo una pelea.,There was a fight.
Hubo un obstáculo.,There was a hitch.
Hubo un juicio.,There was a trial.
Hubo una carnicería.,There was carnage.
Hace falta café.,There's no coffee.
No hay café.,There's no coffee.
No hay peligro.,There's no danger.
Ahí está tu esposa.,There's your wife.
Éstos son verdaderos.,These are genuine.
Ellos ya sabían.,They already knew.
Ellos ya saben.,They already know.
Ellas ya saben.,They already know.
Ya saben.,They already know.
Ya se fueron.,They already left.
Todos están muertos.,They are all dead.
Ellos están en clase.,They are in class.
Esos son nuestros autos.,They are our cars.
Ellos son profesores.,They are teachers.
Ellos son muy viejos.,They are very old.
Ellas son muy viejas.,They are very old.
Son ricos.,They are well off.
No están allí.,They aren't there.
Ellos la arrestaron.,They arrested her.
Ellos te traicionaron.,They betrayed you.
Los dos se rieron.,They both laughed.
Ellos compraron un auto.,They bought a car.
No pueden escapar.,They can't escape.
No pueden verme.,They can't see me.
Ellos no se movieron.,They didn't budge.
Ellos no cedieron.,They didn't budge.
Ellos no lo hicieron.,They didn't do it.
Ellos no escuchan.,They don't listen.
Ellos te siguieron.,They followed you.
Ellos cazaban zorros.,They hunted foxes.
Continuaron corriendo.,They kept running.
Siguieron corriendo.,They kept running.
Me secuestraron.,They kidnapped me.
Ellos no saben nada.,They know nothing.
No saben nada.,They know nothing.
A ellos les gusta el inglés.,They like English.
Les gusta cantar.,They like to sing.
Ellos se ven saludables.,They look healthy.
Ellos quieren decir problemas.,They mean trouble.
Perdieron mucho.,They missed a lot.
Ellos asesinaron a Tom.,They murdered Tom.
Deben de estar muertos.,They must be dead.
Ellos necesitan amigos.,They need friends.
Ellos le pagan bien a Tom.,They pay Tom well.
Adelantaron a Tom corriendo.,They ran past Tom.
Hablaban francés.,They spoke French.
Ellos torturaron a Tom.,They tortured Tom.
Ellas torturaron a Tom.,They tortured Tom.
Ellos lo quieren de vuelta.,They want it back.
Se fueron a pescar.,They went fishing.
Se fueron de pesca.,They went fishing.
Eran maravillosos.,They were amazing.
Fueron maravillosos.,They were amazing.
Ellos eran amigos.,They were friends.
Ellos estaban enamorados.,They were in love.
Estaban jadeando.,They were panting.
Ellos estaban atrapados.,They were trapped.
Eso les gustará.,They'll like that.
Ellos son canadienses.,They're Canadians.
Ambos están muertos.,They're both dead.
Ambas están muertas.,They're both dead.
Son idénticos.,They're identical.
Están en peligro.,They're in danger.
Están escuchando.,They're listening.
Ellos son niños geniales.,They're nice kids.
Son niños agradables.,They're nice kids.
Ellos no son felices.,They're not happy.
No están allí.,They're not there.
Están separados.,They're separated.
Están sorprendidos.,They're surprised.
Ellos son muy pobres.,They're very poor.
Son maravillosos.,They're wonderful.
Ustedes son maravillosos.,They're wonderful.
Ellos han vuelto.,They've come back.
Ellas han regresado.,They've come back.
Le han botado de su empleo.,They've fired him.
Lo despidieron.,They've fired him.
Piensa en la muerte.,Think about death.
Este CD vale diez dólares.,This CD costs $10.
Esto no es normal.,This ain't normal.
Este pájaro puede volar.,This bird can fly.
Este libro es suyo.,This book is hers.
Este libro es mío.,This book is mine.
Este libro era nuevo.,This book was new.
Esta cubeta tiene una fuga.,This bucket leaks.
Este balde pierde.,This bucket leaks.
Este balde tiene una fuga.,This bucket leaks.
Este coche es negro.,This car is black.
Este escritorio es el mío.,This desk is mine.
¡Esto no funciona!,This doesn't work!
Esto no funciona.,This doesn't work.
Este perro es blanco.,This dog is white.
Este perro es tuyo.,This dog is yours.
Este juego es fácil.,This game is easy.
Este tío es cojonudo.,This guy is great.
Este tío es genial.,This guy is great.
Este sombrero es tuyo.,This hat is yours.
Este es el perro de Tom.,This is Tom's dog.
Es un error.,This is a mistake.
Está todo mal.,This is all wrong.
Esto está delicioso.,This is delicious.
Esto está buenísimo.,This is delicious.
Esto está riquísimo.,This is delicious.
Esto es extorsión.,This is extortion.
Esto es un galimatías.,This is gibberish.
Esto es incoherente.,This is gibberish.
Esta es carne buena.,This is good meat.
